2016-03-18,98.00,98.00,93.110001,93.419998,12516700,93.419998
2016-03-17,88.660004,90.209999,87.25,89.959999,6357200,89.959999
2016-03-16,86.699997,88.480003,86.400002,88.169998,3365900,88.169998
2016-03-15,86.400002,87.190002,86.220001,86.830002,2906800,86.830002
2016-03-14,86.110001,87.75,85.839996,87.010002,3752700,87.010002
2016-03-11,85.199997,86.230003,84.629997,86.00,2918000,86.00
2016-03-10,85.059998,86.519997,83.589996,84.849998,2968700,84.849998
2016-03-09,84.879997,85.290001,83.25,85.269997,2490100,85.269997
2016-03-08,84.25,85.949997,83.169998,84.349998,3227700,84.349998
2016-03-07,85.580002,85.959999,84.050003,85.110001,3121300,85.110001
2016-03-04,87.93,87.940002,85.580002,86.18,2999100,86.18
2016-03-03,88.50,88.50,85.849998,87.209999,3082100,87.209999
2016-03-02,88.120003,88.550003,87.260002,88.389999,2863500,88.389999
2016-03-01,85.919998,88.400002,84.589996,88.370003,3603900,88.370003
2016-02-29,86.010002,86.190002,85.089996,85.150002,3156400,85.150002
2016-02-26,87.110001,87.480003,84.099998,86.599998,3722000,86.599998
2016-02-25,84.760002,86.720001,84.150002,86.68,3274200,86.68
2016-02-24,82.220001,83.529999,80.93,83.419998,2664400,83.419998
2016-02-23,83.410004,84.489998,82.860001,83.07,2948000,83.07
2016-02-22,82.089996,84.160004,82.050003,83.800003,3608900,83.800003
2016-02-19,80.32,80.940002,79.510002,80.870003,3926600,80.870003
2016-02-18,82.300003,82.82,80.139999,80.529999,3515600,80.529999
2016-02-17,79.400002,82.07,78.540001,81.849998,4444000,81.849998
2016-02-16,77.129997,79.199997,77.129997,78.879997,4692900,78.879997
2016-02-12,75.989998,77.360001,75.400002,76.669998,4354900,76.669998
2016-02-11,74.040001,75.529999,73.580002,74.940002,4965900,74.940002
2016-02-10,74.989998,77.610001,73.900002,75.529999,6461300,75.529999
2016-02-09,74.760002,77.190002,73.040001,73.849998,6650800,73.849998
2016-02-08,77.400002,78.330002,71.269997,74.940002,12905700,74.940002
2016-02-05,85.50,85.50,77.830002,79.199997,10604600,79.199997
2016-02-04,87.82,87.970001,85.779999,86.360001,3407200,86.360001
2016-02-03,88.910004,89.25,86.669998,87.989998,3185700,87.989998
2016-02-02,88.709999,89.019997,87.639999,87.949997,3060800,87.949997
2016-02-01,88.160004,90.239998,87.900002,89.610001,2873900,89.610001
2016-01-29,85.550003,89.129997,85.120003,89.129997,4652500,89.129997
2016-01-28,85.540001,85.739998,82.699997,84.519997,5315500,84.519997
2016-01-27,87.269997,87.830002,84.510002,84.849998,3041900,84.849998
2016-01-26,87.260002,87.580002,85.470001,86.889999,2745700,86.889999
2016-01-25,88.389999,89.260002,86.629997,86.769997,3935600,86.769997
2016-01-22,89.550003,89.93,88.480003,89.629997,5390100,89.629997
2016-01-21,88.639999,89.93,87.139999,88.00,4298700,88.00
2016-01-20,87.690002,88.760002,84.669998,87.940002,3666100,87.940002
2016-01-19,90.290001,91.400002,88.370003,89.18,3673100,89.18
2016-01-15,86.839996,89.349998,86.82,89.169998,3921500,89.169998
2016-01-14,88.919998,90.300003,87.32,89.800003,4052500,89.800003
2016-01-13,90.589996,91.440002,87.989998,88.300003,3368100,88.300003
2016-01-12,89.889999,91.029999,88.410004,89.82,2333600,89.82
2016-01-11,88.07,89.800003,87.839996,89.379997,2356600,89.379997
2016-01-08,89.68,89.989998,87.629997,87.849998,2249200,87.849998
2016-01-07,89.400002,91.400002,88.709999,89.110001,2696400,89.110001
2016-01-06,91.099998,91.50,90.239998,91.019997,1667700,91.019997
2016-01-05,92.010002,92.849998,91.410004,92.339996,1821300,92.339996
2016-01-04,91.769997,92.00,90.540001,91.970001,2966900,91.970001
2015-12-31,95.07,95.209999,93.879997,93.940002,1408500,93.940002
2015-12-30,95.190002,96.019997,95.00,95.279999,1153600,95.279999
2015-12-29,94.599998,95.900002,94.599998,95.330002,1119800,95.330002
2015-12-28,93.790001,94.300003,93.230003,94.199997,1027000,94.199997
2015-12-24,94.449997,95.190002,94.029999,94.300003,598200,94.300003
2015-12-23,94.419998,94.989998,93.529999,94.699997,1525000,94.699997
2015-12-22,91.940002,93.949997,91.629997,93.82,1869500,93.82
2015-12-21,92.160004,92.690002,90.809998,91.620003,2425900,91.620003
2015-12-18,93.730003,93.919998,91.300003,91.309998,5252000,91.309998
2015-12-17,95.699997,96.419998,94.190002,94.199997,3061500,94.199997
2015-12-16,94.410004,95.660004,93.610001,95.559998,2346100,95.559998
2015-12-15,93.980003,95.790001,93.720001,94.019997,4083100,94.019997
2015-12-14,91.709999,93.309998,91.019997,93.260002,3784100,93.260002
2015-12-11,92.510002,93.650002,90.120003,91.419998,8307200,91.419998
2015-12-10,90.410004,90.43,88.510002,88.959999,4633900,88.959999
2015-12-09,91.040001,91.790001,88.949997,89.559998,3333600,89.559998
2015-12-08,89.220001,92.089996,88.959999,91.720001,3372900,91.720001
2015-12-07,92.559998,92.879997,89.220001,89.599998,3958700,89.599998
2015-12-04,90.129997,92.82,90.129997,92.580002,2980800,92.580002
2015-12-03,91.970001,92.760002,89.730003,89.910004,2424500,89.910004
