2016-03-18,100.50,102.410004,100.010002,101.120003,15437300,101.120003
2016-03-17,99.050003,101.389999,99.00,99.720001,13755000,99.720001
2016-03-16,97.529999,99.730003,97.50,99.349998,12598600,99.349998
2016-03-15,97.870003,98.510002,96.43,97.860001,9678000,97.860001
2016-03-14,97.199997,99.419998,97.169998,98.129997,11223200,98.129997
2016-03-11,99.510002,99.599998,96.050003,97.660004,15097900,97.660004
2016-03-10,98.18,99.739998,95.449997,97.360001,16979400,97.360001
2016-03-09,96.82,98.370003,95.00,98.00,12279500,98.00
2016-03-08,95.00,98.279999,94.50,96.230003,14750200,96.230003
2016-03-07,101.00,101.790001,95.25,95.489998,23855200,95.489998
2016-03-04,98.760002,102.220001,98.32,101.580002,23388400,101.580002
2016-03-03,97.830002,98.349998,95.389999,97.93,15303600,97.93
2016-03-02,98.010002,99.480003,95.900002,97.610001,19088400,97.610001
2016-03-01,94.580002,99.160004,93.610001,98.300003,16997700,98.300003
2016-02-29,94.809998,97.199997,93.339996,93.410004,13157100,93.410004
2016-02-26,95.300003,97.480003,94.25,94.790001,16947900,94.790001
2016-02-25,91.080002,94.809998,90.209999,94.529999,17852900,94.529999
2016-02-24,88.50,91.760002,86.699997,91.610001,15908400,91.610001
2016-02-23,91.400002,92.489998,89.050003,89.120003,12709000,89.120003
2016-02-22,90.75,93.110001,88.300003,91.93,16298800,91.93
2016-02-19,89.980003,91.400002,88.029999,89.230003,14239500,89.230003
2016-02-18,94.800003,94.900002,90.309998,90.489998,17631200,90.489998
2016-02-17,90.129997,94.769997,89.639999,94.760002,18245100,94.760002
2016-02-16,89.00,90.139999,87.540001,89.050003,16313200,89.050003
2016-02-12,86.639999,89.720001,85.260002,87.400002,19017600,87.400002
2016-02-11,87.419998,88.389999,82.910004,86.349998,21768200,86.349998
2016-02-10,89.00,92.209999,87.419998,88.449997,23084100,88.449997
2016-02-09,81.75,88.400002,81.550003,86.129997,25822400,86.129997
2016-02-08,80.57,84.699997,79.949997,83.32,24916100,83.32
2016-02-05,88.230003,88.949997,81.860001,82.790001,25859700,82.790001
2016-02-04,89.50,91.25,86.540001,89.709999,19055400,89.709999
2016-02-03,92.410004,92.690002,86.139999,90.739998,27402400,90.739998
2016-02-02,95.540001,96.650002,90.730003,91.489998,21860000,91.489998
2016-02-01,91.790001,97.18,91.300003,94.089996,19618000,94.089996
2016-01-29,92.00,94.389999,90.629997,91.839996,20420800,91.839996
2016-01-28,93.839996,95.25,90.110001,94.410004,24373300,94.410004
